block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,macsBaseline,macsPruned,paramsBaseline,paramsPruned,accBaseline,accBaselineFt,accPruned,balBaseline,balBaselineFt,balPruned,majorityClassRate,batchSizeOpt,idleWattsOpt,seedOpt
1,1,baseline_ft,15-Aug-2026 07:22:04,15-Aug-2026 07:23:04,60.0173803,128,2530,323840,0.000185330349246542,5395.77033154844,1.00028967166667,0,26.8853333333333,30,4.7705331902776,0.00498266821627635,73.5666666666667,82,2600.63666666667,0.0042003888121067,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
1,2,baseline,15-Aug-2026 07:24:10,15-Aug-2026 07:25:10,60.0096423,128,2544,325632,0.000184286686505012,5426.32796196487,1.000160705,0,26.6052333333333,30,4.51812663866215,0.00490299029469269,72.5666666666667,81,2504.21333333333,0.00412511619095503,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
1,3,pruned,15-Aug-2026 07:26:15,15-Aug-2026 07:27:15,60.007905,128,2942,376576,0.000159351379270054,6275.43987746281,1.00013175,0,26.0716666666667,30,5.35085350802728,0.00415455604320243,70.7,80,2624.91666666667,0.00348193387130354,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
2,1,pruned,15-Aug-2026 07:28:20,15-Aug-2026 07:29:20,60.0161378,128,2987,382336,0.00015697223855457,6370.55322143705,1.00026896333333,0,26.9687666666667,30,3.83966809524068,0.00423334767472253,71.6666666666667,80,2775.9,0.00357076785578369,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
2,2,baseline_ft,15-Aug-2026 07:30:26,15-Aug-2026 07:31:26,60.0097139,128,2538,324864,0.000184722572830477,5413.52355955825,1.00016189833333,0,25.8175666666667,30,5.14390669113724,0.00476908733888902,70.9333333333333,82,2783.52,0.00398937335897158,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
2,3,baseline,15-Aug-2026 07:32:32,15-Aug-2026 07:33:32,60.0106685,128,2541,325248,0.000184507417416863,5419.83630793915,1.00017780833333,0,26.0057,30,4.96445950212869,0.00479824454511773,71,79,2531.81666666667,0.00401943873620115,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
3,1,baseline,15-Aug-2026 07:34:38,15-Aug-2026 07:35:38,60.0144791,128,2544,325632,0.000184301540082056,5425.89063311557,1.00024131833333,0,26.5115666666667,30,3.99614979943698,0.00488612256665476,70.9333333333333,79,2586.67,0.0041081857659684,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
3,2,pruned,15-Aug-2026 07:36:43,15-Aug-2026 07:37:43,60.011532,128,2982,381696,0.000157223371478873,6360.37753543769,1.0001922,0,26.9927333333333,30,3.77571545111865,0.00424388854009683,71.5,80,2671.8,0.00358024868908451,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
3,3,baseline_ft,15-Aug-2026 07:38:49,15-Aug-2026 07:39:49,60.0156368,128,2534,324352,0.000185032424033149,5404.45819280218,1.00026061333333,0,26.3353,30,4.35047638414065,0.00487288439664019,70.3666666666667,77,2676.12333333333,0.00409186253479627,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
4,1,baseline,15-Aug-2026 07:40:55,15-Aug-2026 07:41:55,60.0131176,128,2556,327168,0.000183432113165102,5451.60813308589,1.00021862666667,0,26.8989655172414,29,3.7213021288902,0.00493413408678279,71.6206896551724,78,2565.79655172414,0.0041598671371129,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
4,2,pruned,15-Aug-2026 07:43:00,15-Aug-2026 07:44:00,60.0006238,128,2967,379776,0.000157989509079036,6329.53419394283,1.00001039666667,0,26.5092666666667,30,4.12187381169538,0.00418818602671192,70.7666666666667,78,2684.43666666667,0.00352131230888931,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
4,3,baseline_ft,15-Aug-2026 07:45:06,15-Aug-2026 07:46:06,60.0075926,128,2531,323968,0.000185226913151916,5398.78348660833,1.00012654333333,0,26.3313448275862,29,4.59382515118985,0.00487727372155247,70.2068965517241,77,2474.29310344828,0.00409543092113823,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
5,1,baseline,15-Aug-2026 07:47:12,15-Aug-2026 07:48:12,60.0210027,128,2538,324864,0.000184757322140957,5412.50537955441,1.000350045,0,25.8922666666667,30,4.78623390160986,0.00478378585349291,69.7333333333333,78,2738.67,0.00400392519673593,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
5,2,pruned,15-Aug-2026 07:49:17,15-Aug-2026 07:50:17,60.0030984,128,2966,379648,0.00015804929408294,6327.13993316052,1.00005164,0,26.0421379310345,29,4.72298805028688,0.00411594151641056,69.6206896551724,78,2631.51379310345,0.00344881544608647,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
5,3,baseline_ft,15-Aug-2026 07:51:23,15-Aug-2026 07:52:23,60.0186895,128,2547,326016,0.000184097374055261,5431.90800592206,1.00031149166667,0,26.1626333333333,30,4.75430483321447,0.00481647209503731,70.8,79,2642.20333333333,0.00403939707915005,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
6,1,pruned,15-Aug-2026 07:53:28,15-Aug-2026 07:54:28,60.0114008,128,2962,379136,0.000158284628207292,6317.73287984972,1.00019001333333,0,25.8243448275862,29,5.08937111801127,0.0040875968197314,70.2758620689655,80,2476.71034482759,0.00341947740406841,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
6,2,baseline,15-Aug-2026 07:55:34,15-Aug-2026 07:56:34,60.0096064,128,2559,327552,0.000183206350136772,5458.32608560485,1.00016010666667,0,26.1698333333333,30,4.56855257455102,0.00479447964868764,71.0666666666667,82,2672.45666666667,0.00402116564476032,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
6,3,baseline_ft,15-Aug-2026 07:57:40,15-Aug-2026 07:58:40,60.0047425,128,2557,327296,0.000183334787165135,5454.50220038858,1.00007904166667,0,26.7550333333333,30,3.77184237871694,0.00490512834176276,70.9333333333333,77,2558.75666666667,0.00413127220513872,MNIST-seed2,24.4395896656535,22.8116195472651,1031744,779590,20586,15890,0.9873,0.9881,0.9871,0.987178322514126,0.987925165656377,0.987016648223683,0.1135,128,4.221,2
