block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,macsBaseline,macsPruned,paramsBaseline,paramsPruned,accBaseline,accBaselineFt,accPruned,balBaseline,balBaselineFt,balPruned,majorityClassRate,batchSizeOpt,idleWattsOpt,seedOpt
1,1,pruned,06-Sep-2026 06:43:53,06-Sep-2026 06:44:53,60.0059484,128,5791,741248,8.09525940036263e-05,12352.9086659682,1.00009914,0,12.1225862068965,29,1.05931269891787,0.000981354799480857,60.8620689655172,64,1813.83103448276,0.00063965390019155,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
1,2,baseline,06-Sep-2026 06:45:55,06-Sep-2026 06:46:55,60.0060174,128,5323,681344,8.80700753217171e-05,11354.5945810428,1.00010029,0,11.7189,30,1.29775079564075,0.00103208440568767,59.2666666666667,63,2092.87666666667,0.000660340617754702,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
1,3,baseline_ft,06-Sep-2026 06:47:58,06-Sep-2026 06:48:58,60.0002691,128,5461,699008,8.58363124599432e-05,11650.0810827197,1.000004485,0,11.9933,30,1.45715561732557,0.00102946064622584,59.2666666666667,63,2030.04666666667,0.000667145571332417,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
2,1,pruned,06-Sep-2026 06:50:01,06-Sep-2026 06:51:01,60.002185,128,5583,714624,8.39632939839692e-05,11909.966278728,1.00003641666667,0,11.6196333333333,30,1.77739226810309,0.000975622689552595,58.8666666666667,62,2033.71333333333,0.000621213625646261,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
2,2,baseline_ft,06-Sep-2026 06:52:03,06-Sep-2026 06:53:03,60.0139857,128,5432,695296,8.63142973640004e-05,11585.5661291298,1.000233095,0,11.8900333333333,30,1.70406518985172,0.00102627987280121,59.7666666666667,63,2101.86,0.000661947223627765,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
2,3,baseline,06-Sep-2026 06:54:06,06-Sep-2026 06:55:06,60.0039247,128,5360,686080,8.74590786788713e-05,11433.9187549844,1.00006541166667,0,11.591,30,1.91281033542543,0.0010137381809668,59.4,63,2225.90666666667,0.000644573409863281,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
3,1,baseline,06-Sep-2026 06:56:08,06-Sep-2026 06:57:08,60.0050414,128,5476,700928,8.56079959710555e-05,11681.1518440182,1.00008402333333,0,11.8434333333333,30,1.96865668682346,0.00101389259308346,59.5,64,2137.11,0.000652541242089639,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
3,2,baseline_ft,06-Sep-2026 06:58:11,06-Sep-2026 06:59:11,60.0053159,128,5509,705152,8.50955764147304e-05,11751.4921707128,1.00008859833333,0,11.8471,30,1.99260097481347,0.00100813580334295,59.7666666666667,64,2037.02333333333,0.000648947375296376,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
3,3,pruned,06-Sep-2026 07:00:13,06-Sep-2026 07:01:13,60.0012491,128,5723,732544,8.19080479807356e-05,12208.8124995384,1.00002081833333,0,11.6141,30,1.93721564053438,0.000951288260053062,59.3,63,1903.34666666667,0.000605554389526377,MITBIH-r2,11.7731882035538,12.2594018359491,343968,303472,6754,5926,0.776508620689655,0.630818965517241,0.709051724137931,0.792311928078623,0.629652819835276,0.49083005939343,0.878879310344828,128,4.221,1
