block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,macsBaseline,macsPruned,paramsBaseline,paramsPruned,accBaseline,accBaselineFt,accPruned,balBaseline,balBaselineFt,balPruned,majorityClassRate,batchSizeOpt,idleWattsOpt,seedOpt
1,1,pruned,14-Aug-2026 21:13:33,14-Aug-2026 21:14:33,60.0062213,128,7795,997760,6.01409369988775e-05,16627.6092442435,1.00010368833333,0,24.5352333333333,30,5.22066138420275,0.00147557192215276,81.7333333333333,86,2663.80666666667,0.0012217170270805,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
1,2,baseline,14-Aug-2026 21:15:35,14-Aug-2026 21:16:35,60.0020525,128,7431,951168,6.30824969931705e-05,15852.2577206838,1.00003420833333,0,24.4682333333333,30,6.23646826272322,0.00154351725567819,78,89,2800.82666666667,0.00127724603587002,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
1,3,baseline_ft,14-Aug-2026 21:17:38,14-Aug-2026 21:18:38,60.0067171,128,4506,576768,0.000104039608820184,9611.72395148409,1.00011195166667,0,14.7019,30,2.82841814386624,0.00152957992491347,67.1333333333333,75,2809.14666666667,0.00109042873608347,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
2,1,pruned,14-Aug-2026 21:19:40,14-Aug-2026 21:20:40,60.0054876,128,4667,597376,0.000100448440513178,9955.35614979321,1.00009146,0,14.8098666666667,30,2.50132893965744,0.00148762801087476,63.9333333333333,73,2772.22333333333,0.00106363514346864,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
2,2,baseline_ft,14-Aug-2026 21:21:44,14-Aug-2026 21:22:44,60.0040172,128,4082,522496,0.000114841103472562,8707.68365822014,1.00006695333333,0,15.0356333333333,30,1.63884748156016,0.00172670872340884,64,69,2840.38333333333,0.00124196442565116,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
2,3,baseline,14-Aug-2026 21:23:47,14-Aug-2026 21:24:47,60.0010599,128,5102,653056,9.18773579907389e-05,10884.0743994924,1.000017665,0,16.1093333333333,30,4.49401729761517,0.00148008298565881,65.0666666666667,81,2791.84666666667,0.0010922686575799,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
3,1,baseline,14-Aug-2026 21:25:49,14-Aug-2026 21:26:49,60.0060264,128,7464,955392,6.28077547226688e-05,15921.6008344122,1.00010044,0,24.5845666666667,30,6.57201253321854,0.0015441014331631,75.0666666666667,84,2638.88,0.00127898990047871,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
3,2,baseline_ft,14-Aug-2026 21:27:51,14-Aug-2026 21:28:51,60.002462,128,7407,948096,6.32873274436344e-05,15800.9516342846,1.00004103333333,0,24.9400666666667,30,6.39114353770436,0.00157839016559941,76.4666666666667,85,2576.03,0.00131125435645982,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
3,3,pruned,14-Aug-2026 21:29:53,14-Aug-2026 21:30:53,60.0000541,128,8723,1116544,5.3737294813281e-05,18609.0498875067,1.00000090166667,0,25.0445666666667,30,7.09684981928399,0.00134582726243754,77.0333333333333,85,2739.01333333333,0.00111900214103068,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
4,1,baseline_ft,14-Aug-2026 21:31:55,14-Aug-2026 21:32:55,60.004332,128,7462,955136,6.28228147614581e-05,15917.7840693235,1.0000722,0,24.265,30,7.02536470522202,0.00152439560018678,75.5666666666667,84,2750.28666666667,0.00125922049907867,MIT-BIH,25.5090589822309,23.4231566479124,343968,256225,6754,5172,0.776508620689655,0.630818965517241,0.620474137931034,0.792311928078623,0.629652819835276,0.448875486727672,0.878879310344828,128,4.221,1
