block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,macsBaseline,macsPruned,paramsBaseline,paramsPruned,accBaseline,accBaselineFt,accPruned,balBaseline,balBaselineFt,balPruned,majorityClassRate,batchSizeOpt,idleWattsOpt,seedOpt
1,1,pruned,05-Sep-2026 06:34:08,05-Sep-2026 06:35:08,60.0000414,128,1911,244608,0.000245290593112245,4076.79718700994,1.00000069,0,11.3764482758621,29,1.30872720572883,0.00279053574509698,62.2413793103448,66,2212.17931034483,0.0017551641515702,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
1,2,baseline,05-Sep-2026 06:36:16,05-Sep-2026 06:37:16,60.0011541,128,1433,183424,0.000327117248015527,3057.00786512038,1.000019235,0,10.7057333333333,30,1.22421115863218,0.00350203002598809,60.1666666666667,63,2333.97,0.00212126812211455,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
1,3,baseline_ft,05-Sep-2026 06:38:23,05-Sep-2026 06:39:23,60.0291125,128,1440,184320,0.00032567877875434,3070.51016288139,1.00048520833333,0,10.9178333333333,30,1.1613168531169,0.00355570662664343,59.7666666666667,63,2329.30333333333,0.00218101650152136,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
2,1,pruned,05-Sep-2026 06:40:30,05-Sep-2026 06:41:30,60.0377344,128,1913,244864,0.000245188081547308,4078.50166977653,1.00062890666667,0,11.3446666666667,30,1.14071146381465,0.00278157705579369,59.8,62,2363.24,0.00174663816358251,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
2,2,baseline_ft,05-Sep-2026 06:42:38,05-Sep-2026 06:43:38,60.0015897,128,1463,187264,0.000320411770014525,3120.98397619622,1.000026495,0,10.9458275862069,29,1.16788166196524,0.00350717199117037,59.5862068965517,62,2362.83793103448,0.00215471390993906,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
2,3,baseline,05-Sep-2026 06:44:46,05-Sep-2026 06:45:46,60.0245782,128,1504,192512,0.000311796553981051,3207.21953861227,1.00040963666667,0,11.2332333333333,30,1.17104075971742,0.0035024834433984,59.4,62,2298.70666666667,0.00218639018904439,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
3,1,baseline,05-Sep-2026 06:46:54,05-Sep-2026 06:47:54,60.0159539,128,1456,186368,0.000322029285606971,3105.30763720811,1.00026589833333,0,10.9723333333333,30,1.24608045717246,0.00353341266477489,58.5333333333333,62,2337.60666666667,0.00217412705022786,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
3,2,baseline_ft,05-Sep-2026 06:49:03,05-Sep-2026 06:50:03,60.0115069,128,1467,187776,0.000319590932281016,3128.99991518127,1.00019178166667,0,11.0265,30,1.19806642352267,0.00352396941479662,58.8,61,2266.13333333333,0.00217497608963845,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
3,3,pruned,05-Sep-2026 06:51:09,05-Sep-2026 06:52:09,60.0144669,128,1835,234880,0.000255511184008856,3913.72300934327,1.000241115,0,10.969724137931,29,1.30788506748632,0.00280288720273328,58.551724137931,61,2370.75517241379,0.0017243744950319,Fashion-r7,40.1120820668693,41.1153210920043,1031744,617890,20586,12122,0.8993,0.8914,0.8647,0.8993,0.8914,0.8647,0.1,128,4.221,1
