block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,macsBaseline,macsPruned,paramsBaseline,paramsPruned,accBaseline,accBaselineFt,accPruned,balBaseline,balBaselineFt,balPruned,majorityClassRate,batchSizeOpt,idleWattsOpt,seedOpt
1,1,pruned,15-Aug-2026 01:28:13,15-Aug-2026 01:29:13,60.0709696,64,378,24192,0.00248309232804233,402.723647730167,1.00118282666667,0,26.9163,30,0.323393125766618,0.0668356580292857,80.4,84,2465.31,0.056354525312619,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
1,2,baseline,15-Aug-2026 01:30:49,15-Aug-2026 01:31:50,60.288472,64,310,19840,0.00303873346774194,329.084472401291,1.00480786666667,0,24.4734333333333,30,5.4407808052948,0.0743682409405511,77.9333333333333,83,2362.9,0.0615417469732124,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
1,3,baseline_ft,15-Aug-2026 01:33:57,15-Aug-2026 01:34:57,60.188566,64,180,11520,0.00522470190972222,191.398479239396,1.00314276666667,0,9.90046666666667,30,0.504649125858636,0.0517269871004745,57.8666666666667,61,1900.35,0.029673520339537,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
2,1,pruned,15-Aug-2026 01:36:59,15-Aug-2026 01:37:59,60.0746058,64,196,12544,0.0047891107940051,208.807029741675,1.00124343,0,10.1483333333333,30,0.411808989311988,0.0486014927078285,61.2333333333333,65,1948.91333333333,0.0283866560463329,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
2,2,baseline_ft,15-Aug-2026 01:40:06,15-Aug-2026 01:41:06,60.1392447,64,180,11520,0.005220420546875,191.555448650322,1.002320745,0,9.93943333333333,30,0.391868264575749,0.0518880219976276,59.4333333333333,61,1915.99,0.0298526268692682,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
2,3,baseline,15-Aug-2026 01:43:13,15-Aug-2026 01:44:13,60.1269585,64,181,11584,0.00519051782631215,192.659005028501,1.002115975,0,10.0148333333333,30,0.471580693598362,0.0519821709442118,59.8666666666667,64,1954.56666666667,0.0300729951993482,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
3,1,baseline,15-Aug-2026 01:46:21,15-Aug-2026 01:47:21,60.1847336,64,180,11520,0.00522436923611111,191.410666973526,1.00307889333333,0,10.0675,30,0.511741364497664,0.0525963372845486,60.5,64,1934.27,0.0305442747389236,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
3,2,baseline_ft,15-Aug-2026 01:49:19,15-Aug-2026 01:50:19,60.2583267,64,282,18048,0.00333878139960106,299.510474126723,1.004305445,0,21.3942666666667,30,8.19818054218733,0.0714307796047717,74.3666666666667,82,2246.19,0.0573377833170556,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
3,3,pruned,15-Aug-2026 01:52:22,15-Aug-2026 01:53:22,60.0596717,64,196,12544,0.00478792025669643,208.858950522702,1.00099452833333,0,9.5875,30,0.456583092864437,0.045904185461077,59.1333333333333,62,1915.96333333333,0.0256943740575614,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
4,1,baseline_ft,15-Aug-2026 01:55:44,15-Aug-2026 01:56:44,60.197196,64,151,9664,0.00622901448675497,160.539039060889,1.0032866,0,11.7037666666667,30,0.490507174774995,0.0729029321162665,62.9666666666667,68,1613.72333333333,0.0466102619676738,ChestX-ray14,22.2307692307692,24.931141210211,21299200,16564224,70434,52874,0.613240418118467,0.574912891986063,0.550522648083624,0.609055621069182,0.560755699685535,0.56844536163522,0.554006968641115,64,4.221,1
