block,orderPosition,condition,startTime,endTime,elapsedSec,batchSize,numBatches,numInferences,secPerInference,throughputPerSec,overrunRatio,stalled,measuredWatts,wattsSamples,wattsSD,energyJPerInference,tempMeanC,tempMaxC,clockMeanMHz,energyJPerInferenceNetIdle,dataset,theoreticalMACReduction,theoreticalParamReduction,accBaseline,accBaselineFt,accPruned
1,1,pruned,01-Aug-2026 20:53:53,01-Aug-2026 20:54:53,60.002851,128,8375,1072000,5.59728087686567e-05,17865.8177425603,1.00004751666667,0,25.6213793103448,29,5.61260873527373,0.00143410056452715,81.9655172413793,88,2298.85862068965,0.00119783933871465,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
1,2,baseline,01-Aug-2026 20:55:15,01-Aug-2026 20:56:15,60.0054558,128,7201,921728,6.51010447767671e-05,15360.736581556,1.00009093,0,24.689,29,5.8587505554878,0.0016072796944936,81.6896551724138,89,2300.94482758621,0.00133248818449087,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
1,3,baseline_ft,01-Aug-2026 20:56:37,01-Aug-2026 20:57:37,60.0071576,128,7184,919552,6.52569486010579e-05,15324.0386110206,1.00011929333333,0,24.2192666666667,30,5.95159917618979,0.00158047544002198,81.3333333333333,89,2247.51,0.00130502585997692,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
2,1,pruned,01-Aug-2026 20:57:59,01-Aug-2026 20:58:59,60.0035448,128,7772,994816,6.03162241057643e-05,16579.2871623811,1.00005908,0,23.8247,30,6.39481634445512,0.0014370159444526,79.6333333333333,88,2287.42,0.00118242116250217,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
2,2,baseline_ft,01-Aug-2026 20:59:21,01-Aug-2026 21:00:21,60.0008532,128,7044,901632,6.65469428769165e-05,15026.9863162546,1.00001422,0,23.5551666666667,30,6.35225597766236,0.00156752433062292,79.7666666666667,87,2191.63333333333,0.00128662968473945,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
2,3,baseline,01-Aug-2026 21:00:43,01-Aug-2026 21:01:43,60.0015336,128,7004,896512,6.6927752891205e-05,14941.4847623161,1.00002556,0,23.8446,30,6.18153410598439,0.00159586549658963,80.5666666666667,86,2218.60666666667,0.00131336345163585,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
3,1,baseline,01-Aug-2026 21:02:05,01-Aug-2026 21:03:05,60.0004928,128,7185,919680,6.52406193458594e-05,15327.8741070607,1.00000821333333,0,23.8385333333333,30,5.9119020145707,0.00155524067896358,80.6333333333333,87,2258.14,0.00127986002470471,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
3,2,baseline_ft,01-Aug-2026 21:03:27,01-Aug-2026 21:04:27,60.0053572,128,6956,890368,6.73938834279758e-05,14838.1418184442,1.00008928666667,0,23.2261,30,6.7496892717752,0.00156529707588651,80.7333333333333,88,2257.83333333333,0.00128082749393702,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
3,3,pruned,01-Aug-2026 21:04:49,01-Aug-2026 21:05:49,60.0028152,128,7574,969472,6.18922621798257e-05,16157.1085751323,1.00004692,0,22.3150666666667,30,6.92023991976625,0.00138112995669362,79.4333333333333,88,2224.55333333333,0.00111988271803258,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
4,1,baseline_ft,01-Aug-2026 21:06:11,01-Aug-2026 21:07:11,60.0031095,128,7079,906112,6.62204114943848e-05,15101.0840529856,1.000051825,0,23.6364,30,5.69839874423297,0.00156521213424588,80.5,87,2139.09666666667,0.00128569577732808,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
4,2,baseline,01-Aug-2026 21:07:33,01-Aug-2026 21:08:33,60.0044679,128,6989,894592,6.70746752709615e-05,14908.7564861149,1.000074465,0,22.7307,30,6.72507812106913,0.00152465432118164,80.4,88,2068.6,0.00124153211686292,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
4,3,pruned,01-Aug-2026 21:08:55,01-Aug-2026 21:09:55,60.0015086,128,7621,975488,6.15092226659887e-05,16257.7245599455,1.00002514333333,0,22.7298666666667,30,6.5532460539551,0.00139809642996824,80.2666666666667,87,2316.02,0.0011384660010951,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
5,1,pruned,01-Aug-2026 21:10:17,01-Aug-2026 21:11:17,60.0001409,128,7523,962944,6.23090656362156e-05,16049.0289781969,1.00000234833333,0,23.0673666666667,30,6.40786004132389,0.00143730606368798,80.5333333333333,90,2209.94333333333,0.00117429949763752,MIT-BIH,25.5090589822309,23.4231566479124,0.584628923437958,0.643003813435025,0.990906424171311
