batchSize,refSecPerInf,prunedSecPerInf,latencyChangePct
1,0.00124751168885402,0.00192868106404542,54.6022439130113
8,0.000284385268631807,0.00028624843059477,0.655154175856987
32,0.000198907630479422,0.00018187473250758,-8.56321998848828
128,0.000177029978898722,0.000152476552476944,-13.8696431951927
512,0.000168639729988201,0.000142737589149873,-15.3594534574626
